"COU","Country","WASTE","Waste category","WST_OPER","Waste management operations","UNIT","Unit of measure","YEA","Year","Value","Flag Codes","Flags"
"AUS","Australia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",61.193,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",67.591,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",74.147,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",80.723,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",87.753,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",94.941,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",102.072,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",116.471,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",123.588,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2000","2000",73,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2005","2005",120,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2010","2010",158.903,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",144.96,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",146.737,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",160.337,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",165.678,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",198.531,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",206.534,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",197.504,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",200.925,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",205.393,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",220.006,,
"AUS","Australia","EE_TEE","Temperature exchange equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",98.344,,
"AUS","Australia","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2000","2000",13.412,,
"AUS","Australia","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2005","2005",26.745,,
"AUS","Australia","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",50.228,,
"AUS","Australia","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",56.689,,
"AUS","Australia","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",63.033,,
"AUS","Australia","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",68.576,,
"AUS","Australia","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",72.901,,
"AUS","Australia","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",75.954,,
"AUS","Australia","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",77.703,,
"AUS","Australia","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",78.287,,
"AUS","Australia","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",77.872,,
"AUS","Australia","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",76.621,,
"AUS","Australia","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",74.807,,
"AUS","Australia","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",72.458,,
"AUS","Australia","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2000","2000",38.264,,
"AUS","Australia","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2005","2005",69.139,,
"AUS","Australia","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2010","2010",96.083,,
"AUS","Australia","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",92.899,,
"AUS","Australia","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",72.655,,
"AUS","Australia","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",62.21,,
"AUS","Australia","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",60.405,,
"AUS","Australia","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",58.759,,
"AUS","Australia","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",60.204,,
"AUS","Australia","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",53.605,,
"AUS","Australia","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",51.237,,
"AUS","Australia","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",53.58,,
"AUS","Australia","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",44.478,,
"AUS","Australia","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",39.077,,
"AUS","Australia","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2000","2000",4.893,,
"AUS","Australia","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2005","2005",5.764,,
"AUS","Australia","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",7.824,,
"AUS","Australia","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",8.405,,
"AUS","Australia","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",8.819,,
"AUS","Australia","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",9.151,,
"AUS","Australia","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",9.252,,
"AUS","Australia","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",9.178,,
"AUS","Australia","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",8.917,,
"AUS","Australia","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",8.618,,
"AUS","Australia","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",8.172,,
"AUS","Australia","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",7.619,,
"AUS","Australia","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",7.047,,
"AUS","Australia","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",6.476,,
"AUS","Australia","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2000","2000",7.27,,
"AUS","Australia","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2005","2005",5.763,,
"AUS","Australia","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2010","2010",11.235,,
"AUS","Australia","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",10.554,,
"AUS","Australia","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",8.494,,
"AUS","Australia","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",8.109,,
"AUS","Australia","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",7.127,,
"AUS","Australia","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",5.824,,
"AUS","Australia","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",6.534,,
"AUS","Australia","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",5.288,,
"AUS","Australia","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",4.51,,
"AUS","Australia","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",4.729,,
"AUS","Australia","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",4.331,,
"AUS","Australia","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",1.371,,
"AUS","Australia","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2000","2000",13.594,,
"AUS","Australia","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2005","2005",26.259,,
"AUS","Australia","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",47.495,,
"AUS","Australia","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",52.73,,
"AUS","Australia","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",58.2,,
"AUS","Australia","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",63.917,,
"AUS","Australia","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",69.956,,
"AUS","Australia","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",76.091,,
"AUS","Australia","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",82.389,,
"AUS","Australia","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",88.861,,
"AUS","Australia","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",95.756,,
"AUS","Australia","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",102.817,,
"AUS","Australia","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",110.28,,
"AUS","Australia","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",118.078,,
"AUS","Australia","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2000","2000",56.125,,
"AUS","Australia","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2005","2005",98.464,,
"AUS","Australia","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2010","2010",165.678,,
"AUS","Australia","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",215.502,,
"AUS","Australia","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",241.229,,
"AUS","Australia","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",220.706,,
"AUS","Australia","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",224.349,,
"AUS","Australia","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",238.204,,
"AUS","Australia","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",222.958,,
"AUS","Australia","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",270.97,,
"AUS","Australia","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",409.929,,
"AUS","Australia","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",478.723,,
"AUS","Australia","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",498.058,,
"AUS","Australia","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",92.535,,
"AUS","Australia","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2000","2000",37.869,,
"AUS","Australia","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2005","2005",68.913,,
"AUS","Australia","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",111.291,,
"AUS","Australia","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",119.881,,
"AUS","Australia","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",128.327,,
"AUS","Australia","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",136.237,,
"AUS","Australia","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",143.878,,
"AUS","Australia","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",150.921,,
"AUS","Australia","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",157.313,,
"AUS","Australia","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",162.892,,
"AUS","Australia","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",167.01,,
"AUS","Australia","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",169.364,,
"AUS","Australia","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",171.242,,
"AUS","Australia","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",172.178,,
"AUS","Australia","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2000","2000",101.719,,
